campo,valor,n
otra_categoria_negocio,"Bolsos 
Gafas 
Relojes 
Carteras 
Perfumes",1
otra_categoria_negocio,"Recuperación del agua físico químico, instalaciones hidráulicas, y venta de químicos",1
otra_categoria_negocio,"jamones, queso, chirizos, tocineta, salchichas, pollo, mariscos, salsas y todo lo relacionado con productos  para la preparación de comidas rápidas",1
otra_categoria_negocio,"Amortiguadores
Cableados
Bobinas
Bombas de combustible
Correas
Tensores
Termostatos",1
otra_categoria_negocio,Arriendo o venta a crédito de lotes con servicio,1
otra_categoria_negocio,"Productos : comedores , camas,camarotes,peinadora, salas.
Servicios: restauración de comedores ,tapizado de muebles",1
otra_categoria_negocio,"Distribuyo tornilleria, herramienta, elementos de ferreteria",1
otra_categoria_negocio,Toda clase de arreglos de prendas de vestir,1
otra_categoria_negocio,"Venta de vitaminas, proteínas, pre entrenos y accesorios para gym",1
otra_categoria_negocio,"Baño de mascotas peluquería, vendo cachorros, educación canina",1
otra_categoria_negocio,Ofrecemos la mejor ropa y jugueteria para niños y niñas ropa importa con excelente calidad en tela y materiales de juego,1
otra_categoria_negocio,"Zapatos AAA
Camisetas 
Y mochonas",1
otra_categoria_negocio,Tortas y postre,1
otra_categoria_negocio,"Hojas de vida ,creación y actualización de rut, afiliación a arl , secopp 2 , sigep 2, redacción, impresiones, escaneo ,copias , cuentas de cobro",1
otra_categoria_negocio,"Peluches, regalos sorpresas , anchetas",1
otra_categoria_negocio,Alquiler de equipos de audio y video,1
otra_categoria_negocio,"Productos para pesca deportiva: cañas, carreteles",1
otra_categoria_negocio,"Regalos en general
Fresas con chocolate
Flores
Desayunos sorpresa",1
otra_categoria_negocio,"Carteleras, agendas decoradas en fomy, tarjetas, pines, cajas etc",1
otra_categoria_negocio,Diseño e impresion,1
otra_categoria_negocio,Ropa lociones productos aseo,1
otra_categoria_negocio,Grabación de publicidad para radio y televisión,1
otra_categoria_negocio,Lavado polinchado desmanchado,1
otra_categoria_negocio,"Venta de soat, pagos de facturas, recaudos a bancos , recargas, apuestas deportivas",1
otra_categoria_negocio,"Venta de productos para cuidado de mascotas, cuido y comida para ellos y accesorios de belleza y jugueteria",1
otra_categoria_negocio,"Vidrio al por menor, ventas y puertas en aluminio, closet, cocinas integrales",1
otra_categoria_negocio,Venta de repuestos,1
otra_categoria_negocio,Arreglos,1
otra_categoria_negocio,"Medias, camisetas, busos",1
otra_categoria_negocio,"Servicio de mantenimiento y reparación de motocicletas, y venta de partes y piezas nuevas para motocicletas",1
otra_categoria_negocio,"Bebidas calientes, paqueteria, dulceria y bebidas frias",1
otra_categoria_negocio,Aceite azúcar arroz etc carne pollo y lácteos bebidas y venga de pipetas de gas,1
otra_categoria_negocio,"Diseño gráfico, desarrollo web",1
otra_categoria_negocio,"Venta de bolsos
Y maletas",1
otra_categoria_negocio,Ropa marca personal  calzado lentes formulados accesorios relojería,1
otra_categoria_negocio,Pisos en caucho para gym y toda clase de superficie plana . Jabónes desengrasantes para todo el sector automotriz.,1
otra_categoria_negocio,Bebidas como cerveza gaseosa,1
otra_categoria_negocio,"Juegos, bebidas alcohólicas, gaseosas, snack",1
otra_categoria_negocio,Negocio de comidas preparadas rápidas,1
otra_categoria_negocio,Ropa infantil de niños y niñas 0-12 años,1
otra_categoria_negocio,Desayunos y almuerzos es un negocio de comidas corrientes,1
otra_categoria_negocio,Productos,1
otra_categoria_negocio,Manicure pedicure acrilicos y semipermanentes,1
otra_categoria_negocio,Transpprte en moto o domicilios,1
otra_categoria_negocio,Yo pinto ago casas,1
otra_categoria_negocio,Soy contratista de obra civil,1
otra_categoria_negocio,Artesanías,1
otra_categoria_negocio,Realizamos dibujo arquitectónico e instalaciones hidráulicas sanitarias en programa de AutoCAD,1
otra_categoria_negocio,Lencería camisetas y juguetes sexuales,1
otra_categoria_negocio,Accesorios y manualidades en foamy,1
otra_categoria_negocio,Vendo ventanas puertas todo lo relacionado con hierro aluminio vidrio templado y acero,1
otra_categoria_negocio,Calibración de equipos biomédicos,1
otra_categoria_negocio,Realizo remodelaciones de todo tipo en bienes inmuebles,1
otra_categoria_negocio,Reparación y mantenimiento de electrodomésticos,1
otra_categoria_negocio,Bueno hago sol presas para cumpleaños bautizó comunión desyuno y decoración etc,1
otra_categoria_negocio,Construyo equipo cargador de baterías a 110 / par cargar baterías para carros y motos de 12 a 2r voltios,1
otra_categoria_negocio,Productos o cultivos transitorios en especial aji tipo chili y rocotto,1
otra_categoria_negocio,Seguridad industrial,1
otra_categoria_negocio,Muebles y objetos,1
otra_categoria_negocio,Aire acondicionado,1
otra_categoria_negocio,Servicio de soldadura  y mantenimiento,1
otra_categoria_negocio,Aparatos electrónicos,1
otra_categoria_negocio,Es un medio de comunicación comunitaria es un periódico en medio físico,1
otra_categoria_negocio,"Multiservicios para Moteros , accesorios, repuestos , vinilos, calcas",1
otra_categoria_negocio,Software para puntos de venta,1
otra_categoria_negocio,Por ej Colágeno gingo biloba zarzaparrilla vitamina E todo sobre la medicina natural primero les doy charla y les muestro los productonq llevo y les ofrezco lo q necesitan o como ya tengo varios clientes me encargan,1
otra_categoria_negocio,Tengo como un jardín donde se hacen asesorías y refuerzos escolares se cuidan niños,1
otra_categoria_negocio,Miel de abeja 100% pura miel del campo,1
otra_categoria_negocio,Pescado mojarra roja y negra,1
otra_categoria_negocio,Productos sexshop vibrador lubricante lencería,1
otra_categoria_negocio,"Vendemos jabones liquidos jabón para ropa,manos,loza, desengrasante",1
otra_categoria_negocio,Medicamentos,1
otra_categoria_negocio,Venta de tamales,1
otra_categoria_negocio,Soldadura,1
otra_categoria_negocio,Venta de Accesorios  y Servicio técnico de celulares,1
otra_categoria_negocio,"Productos para hogar, negocios en general de productos de aseo orgánicos , biodegradable y ecológicos",1
otra_categoria_negocio,Pasamanos en acero inox y aluminio,1
otra_categoria_negocio,Ornamentación,1
otra_categoria_negocio,Mi negocio se basa en la realización de planos arquitectónicos en autocad,1
otra_categoria_negocio,"Todo lo relacionado con accesorios para celulares, cárcasas, Manos libres, cargadores, beterias",1
otra_categoria_negocio,"Tienda de accesorios de  mascotas, consultas",1
otra_categoria_negocio,"Vendemos artículos electrónicos para amplificación,y servicio de amplificacion para eventos",1
otra_categoria_negocio,Ofrecemos servicios de terapias para niños y vendemos kits nutricionales a bajo costo,1
otra_categoria_negocio,Accesorios y artículos para celulares,1
otra_categoria_negocio,Hago calzado deportivo,1
otra_categoria_negocio,Vendo carne de cerdo al por mayor por encargos,1
otra_categoria_negocio,Productos publicitarios mugs lapiceros y llaveros,1
otra_categoria_negocio,Elaboración de muñecos en tela,1
otra_categoria_negocio,Vendo todo lo relacionado con carnaza y galletas para mascotas,1
otra_categoria_negocio,Servicio técnico accesorios y personalización de motocicletas,1
otra_categoria_negocio,Venta de productos de aseo personal y aseo hogar venta de comida y accesorios para Mascotas,1
otra_categoria_negocio,Servicio a domicilio,1
otra_categoria_negocio,"Medicamentos, productos de aseo personal, cosméticos",1
otra_categoria_negocio,Repuestos gas,1
otra_categoria_negocio,"Arroz, pasta, aceite, gaseosas, dulces, galletas y demas",1
otra_categoria_negocio,Muñecos,1
otra_categoria_negocio,"Viveres ,Bar y Licores ,bebidas ,medicamentos",1
otra_categoria_negocio,COMIDA PREPARADAS,1
otra_categoria_negocio,"Jamón, queso, charcurteria",1
otra_categoria_negocio,Abrazaderas para la tubería de los edificios,1
otra_categoria_negocio,Venta de comidas rápidas como chuzo picada fritos,1
otra_categoria_negocio,Vendo piña golden llanera en corabastos,1
otra_categoria_negocio,"Ofresco mis servicios como, drywall, enchapes, techos de PVC, ornamentación, obra blanca, obra gris en general",1
otra_categoria_negocio,Presto servicio de mantenimiento e instalación de equipos de seguridad electrónica,1
otra_categoria_negocio,MERCADO Y PERSEVERO,1
otra_categoria_negocio,ARREGLO Y ROPA,1
otra_categoria_negocio,Construccion y ferreteria,1
otra_categoria_negocio,Lavado de autos y comidas,1
otra_categoria_negocio,"Copias, impresiones",1
otra_categoria_negocio,Venta de todo tipo de productos para el aseo hogar,1
otra_categoria_negocio,"Tomate
Cebolla
Papa criolla",1
otra_categoria_negocio,"Compro y vendo lentes oftalmicos para gafas, no tengo un establecimiento",1
otra_categoria_negocio,Cultivo y distribuyó cebollín chino,1
otra_categoria_negocio,Arreglo de puertas de carros asesoríos y demas,1
otra_categoria_negocio,"Salchipapas, hamburguesas, perro caliente, tinti",1
otra_categoria_negocio,Compra y venta de verdura,1
otra_categoria_negocio,"-Servicios de mantenimiento predictivo, preventivo,correctivo de PC y portatiles
- servicio de mantenimiento he instalación de CCTV 
- servicio de diseño instalación y mantenimiento de redes de cómputo cableado e inalambrico",1
otra_categoria_negocio,Carnes frías yogurt pollo,1
otra_categoria_negocio,Ago cortes para calzado,1
otra_categoria_negocio,"Impresiones, fotocopias, escaner, trabajos por computador, digitación, recargas",1
otra_categoria_negocio,Soy contratista de obra acabado pintura driwall PVC superboark para y pintura,1
otra_categoria_negocio,Cultivo y distribuyó raíz china,1
otra_categoria_negocio,Dictó clases de refuerzos y control de tareas a niños en sus casas,1
otra_categoria_negocio,Vendemos clases de tenis para Niños y Adultos,1
otra_categoria_negocio,PapelerÃ­a y miscelánea,1
otra_categoria_negocio,Alquilo lavadoras y venta de  congelados,1
otra_categoria_negocio,Accesorio para celulares celulares reparo celular benta de carcasas,1
otra_categoria_negocio,Suministro de personal de aseo todero mensajeros para condominios,1
otra_categoria_negocio,Se forman deportistas y cada uno paga una pensión mensual,1
otra_categoria_negocio,Nos dedicamos a la deshidratación venta y distribución de alimentos deshidratados,1
otra_categoria_negocio,Repuestos para motocicleta,1
otra_categoria_negocio,"Se vende tinto, agua aromatica, cigarrillos y demas golosinas en inmediaciones del peaje de tuta- boyaca",1
otra_categoria_negocio,"Tengo un criadero de pollos, los cuales sacrifico, y luego los vendo",1
otra_categoria_negocio,Seguridad industrial elementos de protección industrial uniformes,1
otra_categoria_negocio,"Jugos de naranja,empanadas,galletas,dulces, bebidas frías y calientes,tapabocas,",1
otra_categoria_negocio,es de abarrotes y mucho mas,1
otra_categoria_negocio,Servicios de fisioterapia a domicilioa y venta de postres,1
otra_categoria_negocio,"Servicio técnico celular
Ventas por mayor y al fetal
Pantallas
Pacha
Display
Accesorios para celular",1
otra_categoria_negocio,"Cigarrillo, jugos galletas dulces y minutos",1
otra_categoria_negocio,Desayunos y detalles sorpresa,1
otra_categoria_negocio,Comercializó estantería para bodegas,1
otra_categoria_negocio,Es arrendando,1
otra_categoria_negocio,Venta al Mayor y al detal de Papayas,1
otra_categoria_negocio,Construcción y acabados de casas y apartamentos,1
otra_categoria_negocio,Mantenimiento e instalaciones,1
otra_categoria_negocio,Ropa para hombre,1
otra_categoria_negocio,Pitahaya y granadilla,1
otra_categoria_negocio,Ofrezco mis servicios para realizar todo tipo de trabajo en construcción y remodelación de vivienda,1
otra_categoria_negocio,Todo tipo de corte peinados y manicure,1
otra_categoria_negocio,Punto de recarga y venta de minutos,1
otra_categoria_negocio,Mantenimiento automotriz,1
otra_categoria_negocio,"Mantenimiento de estructura de trailer, suspensión, alargues, modificaciones y quintaruedas",1
otra_categoria_negocio,Fabrico galletas para mascotas,1
otra_categoria_negocio,Hago montajes de paredes flotantes en madera,1
otra_categoria_negocio,"Venta al por menor de tornilleria en general y herramienta manual, electrica",1
otra_categoria_negocio,Cable bonbillos reguladores todo lo relacionado con automotris,1
otra_categoria_negocio,Sabanas 100 % algodón,1
otra_categoria_negocio,Hacemos puertos ventanas rejas estructuras,1
otra_categoria_negocio,Elaboracion de Puerta y ventanas,1
otra_categoria_negocio,"Vendo empanadas y comida especial para eventos según   la necesidad del cliente ,  es puesto ambulante  y se realiza desde la cocina de mi apartamento",1
otra_categoria_negocio,"Papel fotográfico, todo lo que sea personalizado, mugs,camisetas, gorras, lienzos",1
otra_categoria_negocio,"Especial para atender a las personas y ponerlas bellas, cuento con herramientas y productos de calidad",1
otra_categoria_negocio,Trabajo por pedidos,1
otra_categoria_negocio,Confecciones y modistería,1
otra_categoria_negocio,Traigo cerdo de cordoba hacia medellin,1
otra_categoria_negocio,Vendo ropa  calzado  comidas  y trabajo con royal prestich,1
otra_categoria_negocio,Venta de celulares a crédito y al detal,1
otra_categoria_negocio,Venta de pescado,1
otra_categoria_negocio,"Fabricación y suministro de carpintería comoncounas integrales, closer ,puertas , centro de entretenimiento",1
otra_categoria_negocio,Mi negosio es familiar sacamos 30 paquetes de arepas de lunes a viernes a 4000 paquete,1
otra_categoria_negocio,Fabricación y reparación en gral de muebles de madera y tapizados,1
otra_categoria_negocio,Venta de queso bollos suero al detal,1
otra_categoria_negocio,"Fabricamos productos para embalaje: vinipel, cartón corrugado , zuncho, grapa ,cintas",1
otra_categoria_negocio,"Empanadas , pasteles, gaseosas y demas mekatos",1
otra_categoria_negocio,"Minutos a celular,llamadas internacionales,internet",1
otra_categoria_negocio,"Ferreteria en general, tornillería y electricos 110v",1
otra_categoria_negocio,"Servicios de producción audiovisual, vídeo y fotografía",1
otra_categoria_negocio,"Vendo todo tipo de eventos familiares 
 quince años, bodas, aniversarios y empresariales",1
otra_categoria_negocio,Somos un consultorio odontologíco se presta el servicio odontológico,1
otra_categoria_negocio,Lo manejo virtual,1
otra_categoria_negocio,Artesanias manualidades,1
otra_categoria_negocio,Ofrezco servicios de enfermería cuidado del adulto mayor,1
otra_categoria_negocio,Relojes lociones accesorio para telí©fonos celulares y otras cosas,1
otra_categoria_negocio,Ropa al por mayor,1
otra_categoria_negocio,Cerbezas,1
otra_categoria_negocio,Camisetas y sudaderas,1
otra_categoria_negocio,"Bueno comercializamos artículos de tecnología, y celulares, también accesorios y juegos de consolas de videojuegos",1
